NNID;DATUM;OBA;NAME;AGS;ARS;RS;HOEHE;HOEHE_GER;EWZ;EWZ_GER;GEWK;GEMTEIL;VIRTUELL;GEMEINDE;VERWGEM;RECHTS;HOCH
DEBKGGND00001EYC;30.10.2020;AX_Gemeinde;Elfershausen;9672121;96725607121;96725607121;;;2794;;;Nein;Nein;Elfershausen;Elfershausen;568894.4874029917;5555235.631950782
DEBKGGND00001EYE;30.10.2020;AX_Gemeinde;Allendorf (Eder);6635001;66350001001;66350001001;;;5581;;;Nein;Nein;Allendorf (Eder);Allendorf (Eder);476861.5183610934;5652805.351628394
DEBKGGND00001EYF;18.02.2020;AX_Gemeinde;Rickert;1058136;10585833136;10585833136;;;1027;;;Nein;Nein;Rickert;Fockbek;543278.8721615624;6020579.035466381
DEBKGGND00001EYG;30.10.2020;AX_Gemeinde;Wilhelmsthal;9476189;94760189189;94760189189;;;3620;;;Nein;Nein;Wilhelmsthal;Wilhelmsthal;668899.12333806;5575830.190265657
DEBKGGND00001EYJ;30.10.2020;AX_Gemeinde;NÅmbrecht;5374032;53740032032;53740032032;;;17001;;;Nein;Nein;NÅmbrecht;NÅmbrecht;397403.3202541845;5639979.9742115475
DEBKGGND00001EYK;30.10.2020;AX_Gemeinde;Kammerforst;16064032;160645053032;160645053032;;;791;;;Nein;Nein;Kammerforst;Vogtei;600182.766594487;5664294.403940316
DEBKGGND00001EYN;30.10.2020;AX_Gemeinde;Neukamperfehn;3457015;34575402015;34575402015;;;1713;;;Nein;Nein;Neukamperfehn;Hesel;403955.6237052989;5910817.861309892
DEBKGGND00001EYO;30.10.2020;AX_Gemeinde;Kînigsau;7133203;71335003203;71335003203;;;63;;;Nein;Nein;Kînigsau;Kirn-Land;391243.63733109913;5523657.201963005
DEBKGGND00001EYP;30.10.2020;AX_Gemeinde;HÑmelhausen;3256009;32565409009;32565409009;;;589;;;Nein;Nein;HÑmelhausen;Grafschaft Hoya;518748.592702893;5847921.22323851
DEBKGGND00001EYQ;30.10.2020;AX_Gemeinde;Lotte;5566048;55660048048;55660048048;;;14095;;;Nein;Nein;Lotte;Lotte;425986.495397489;5792167.417416156
DEBKGGND00001EYR;30.10.2020;AX_Gemeinde;Braunsbach;8127009;81275001009;81275001009;;;2482;;;Nein;Nein;Braunsbach;Braunsbach-UntermÅnkheim;557646.3402530113;5449872.164548047
DEBKGGND00001EYT;30.10.2020;AX_Gemeinde;Ausacker;1059103;10595919103;10595919103;;;531;;;Nein;Nein;Ausacker;HÅrup;537010.858049654;6065908.7372289095
DEBKGGND00001EYU;30.10.2020;AX_Gemeinde;Dielmissen;3255010;32555409010;32555409010;;;765;;;Nein;Nein;Dielmissen;Eschershausen-Stadtoldendorf;541713.6144564204;5758004.118064902
DEBKGGND00001EYW;30.10.2020;AX_Gemeinde;TÑferrot;8136070;81365008070;81365008070;;;1008;;;Nein;Nein;TÑferrot;SchwÑbischer Wald;561396.2562175903;5411055.824447442
DEBKGGND00001EYX;30.10.2020;AX_Gemeinde;Iven;13075053;130755553053;130755553053;;;167;;;Nein;Nein;Iven;Anklam-Land;791621.5571307519;5969985.591999303
DEBKGGND00001EYY;30.10.2020;AX_Gemeinde;Wei·dorf;9475184;94755432184;94755432184;;;1149;;;Nein;Nein;Wei·dorf;Sparneck;703340.1905771784;5563133.288638056
DEBKGGND00001EYZ;10.01.2018;AX_Gemeinde;Lindenhardter Forst-SÅdost;9472461;94729461461;94729461461;;;0;;;Nein;Nein;Lindenhardter Forst-SÅdost;Lindenhardter Forst-SÅdost;682770.0718238428;5525312.3412930565
DEBKGGND00001EZ0;30.10.2020;AX_Gemeinde;Tutow;13075134;130755554134;130755554134;;;1072;;;Nein;Nein;Tutow;Jarmen-Tutow;778561.7596804118;5982847.752442313
DEBKGGND00001EZ3;30.10.2020;AX_Gemeinde;WÅlknitz;14627340;146275234340;146275234340;;;1730;;;Nein;Nein;WÅlknitz;Rîderaue-WÅlknitz;805726.6485653333;5700038.229062186
DEBKGGND00001EZ6;30.10.2020;AX_Gemeinde;Neuheilenbach;7232273;72325008273;72325008273;;;267;;;Nein;Nein;Neuheilenbach;Bitburger Land;325611.8453066257;5554070.081701027
DEBKGGND00001EZ7;30.10.2020;AX_Gemeinde;Obertshausen;6438010;64380010010;64380010010;;;24982;;;Nein;Nein;Obertshausen;Obertshausen;489170.28113064775;5546659.0179064665
DEBKGGND00001EZ9;30.10.2020;AX_Gemeinde;Hollstadt;9673136;96735638136;96735638136;;;1439;;;Nein;Nein;Hollstadt;Heustreu;591655.8488349791;5578695.5146650635
DEBKGGND00001EZB;30.10.2020;AX_Gemeinde;Frankenberg (Eder);6635011;66350011011;66350011011;;;17689;;;Nein;Nein;Frankenberg (Eder);Frankenberg (Eder);485930.0588995268;5656375.2034408795
DEBKGGND00001EZC;30.10.2020;AX_Gemeinde;Dillendorf;7140030;71405004030;71405004030;;;566;;;Nein;Nein;Dillendorf;Kirchberg (HunsrÅck);383969.4154957772;5531583.514457794
DEBKGGND00001EZD;30.10.2020;AX_Gemeinde;Rhede (Ems);3454044;34540044044;34540044044;;;4292;;;Nein;Nein;Rhede (Ems);Rhede (Ems);384254.27636732184;5880276.743234805
DEBKGGND00001EZE;30.10.2020;AX_Gemeinde;Obernburg a. Main;9676145;96760145145;96760145145;;;8659;;;Nein;Nein;Obernburg a. Main;Obernburg a. Main;510338.44645735656;5521151.633742266
DEBKGGND00001EZF;30.10.2020;AX_Gemeinde;Westheim;9577179;95775536179;95775536179;;;1169;;;Nein;Nein;Westheim;Hahnenkamm;621589.5325016109;5429199.2420200305
DEBKGGND00001EZH;30.10.2020;AX_Gemeinde;Strukdorf;1060081;10605086081;10605086081;;;261;;;Nein;Nein;Strukdorf;Trave-Land;597590.3405567571;5975624.749929098
DEBKGGND00001EZI;30.10.2020;AX_Gemeinde;Oberlungwitz;14524230;145240230230;145240230230;;;5864;;;Nein;Nein;Oberlungwitz;Oberlungwitz;762333.7766988284;5632742.022345731
DEBKGGND00001EZJ;30.10.2020;AX_Gemeinde;Herrstein;7134039;71345003039;71345003039;;;823;;;Nein;Nein;Herrstein;Herrstein;380337.1284739817;5515577.2838847805
DEBKGGND00001EZK;30.10.2020;AX_Gemeinde;Havekost;1053052;10535373052;10535373052;;;184;;;Nein;Nein;Havekost;Schwarzenbek-Land;597618.6677686895;5933344.066499021
DEBKGGND00001EZL;30.10.2020;AX_Gemeinde;DÅnwald;16064014;160640014014;160640014014;;;2217;;;Nein;Nein;DÅnwald;DÅnwald;600555.9611895017;5687100.08696419
DEBKGGND00001EZM;30.10.2020;AX_Gemeinde;Wangelnstedt;3255036;32555409036;32555409036;;;555;;;Nein;Nein;Wangelnstedt;Eschershausen-Stadtoldendorf;547353.2121753835;5746874.162173637
DEBKGGND00001EZO;30.10.2020;AX_Gemeinde;RibbesbÅttel;3151022;31515404022;31515404022;;;2093;;;Nein;Nein;RibbesbÅttel;IsenbÅttel;602408.6475988415;5810402.845240581
DEBKGGND00001EZR;30.10.2020;AX_Gemeinde;Juist;3452013;34520013013;34520013013;;;1524;;;Nein;Nein;Juist;Juist;367591.8123400817;5949601.983627876
DEBKGGND00001EZT;30.10.2020;AX_Gemeinde;Rittersheim;7333062;73335004062;73335004062;;;174;;;Nein;Nein;Rittersheim;Kirchheimbolanden;432063.3663145307;5502155.565064565
DEBKGGND00001EZU;30.10.2020;AX_Gemeinde;Marktredwitz;9479136;94790136136;94790136136;;;17228;;;Nein;Nein;Marktredwitz;Marktredwitz;721143.3175106427;5543394.367727422
DEBKGGND00001EZW;30.10.2020;AX_Gemeinde;Etzelwang;9371140;93715303140;93715303140;;;1402;;;Nein;Nein;Etzelwang;Neukirchen b. Sulzbach-Rosenberg;687137.9834697864;5489210.745424087
DEBKGGND00001EZY;30.10.2020;AX_Gemeinde;Arenshausen;16061001;160615008001;160615008001;;;998;;;Nein;Nein;Arenshausen;Hanstein-Rusteberg;567482.256628723;5692233.890465619
DEBKGGND00001EZZ;30.10.2020;AX_Gemeinde;Sulzthal;9672155;96725608155;96725608155;;;852;;;Nein;Nein;Sulzthal;Euerdorf;573934.8639997926;5553796.416499522
DEBKGGND00001F01;30.10.2020;AX_Gemeinde;Neuss;5162024;51620024024;51620024024;;;153896;;;Nein;Nein;Neuss;Neuss;338709.9202562615;5674473.643641611
DEBKGGND00001F02;30.10.2020;AX_Gemeinde;Epenwîhrden;1051028;10515175028;10515175028;;;766;;;Nein;Nein;Epenwîhrden;Mitteldithmarschen;503457.79691848945;5996073.811984969
DEBKGGND00001F03;30.10.2020;AX_Gemeinde;Kînigstein;9371135;93715302135;93715302135;;;1717;;;Nein;Nein;Kînigstein;Kînigstein;690235.4368039186;5498305.459380803
DEBKGGND00001F04;30.10.2020;AX_Gemeinde;Durchhausen;8327012;83275005012;83275005012;;;1004;;;Nein;Nein;Durchhausen;Trossingen;475755.32469293143;5320763.01435963
DEBKGGND00001F05;30.10.2020;AX_Gemeinde;Hergersweiler;7337037;73375002037;73375002037;;;231;;;Nein;Nein;Hergersweiler;Bad Bergzabern;433687.8649638024;5438599.536890923
DEBKGGND00001F06;30.10.2020;AX_Gemeinde;Rockeskyll;7233058;72335006058;72335006058;;;226;;;Nein;Nein;Rockeskyll;Gerolstein;335701.64413766033;5569570.233993206
DEBKGGND00001F07;30.10.2020;AX_Gemeinde;Lamspringe;3254044;32540044044;32540044044;;;5592;;;Nein;Nein;Lamspringe;Lamspringe;569307.1451326411;5756816.521313368
DEBKGGND00001F08;30.10.2020;AX_Gemeinde;Berlingen;7233004;72335006004;72335006004;;;224;;;Nein;Nein;Berlingen;Gerolstein;337377.80306098005;5567669.303119612
DEBKGGND00001F09;30.10.2020;AX_Gemeinde;Kalchreuth;9572137;95720137137;95720137137;;;3066;;;Nein;Nein;Kalchreuth;Kalchreuth;654041.3839207626;5491537.347155362
DEBKGGND00001F0A;30.10.2020;AX_Gemeinde;Wittmoldt;1057089;10575739089;10575739089;;;159;;;Nein;Nein;Wittmoldt;Gro·er Plîner See;588061.4200719374;6003820.098767467
DEBKGGND00001F0B;30.10.2020;AX_Gemeinde;Dîtlingen;3458003;34580003003;34580003003;;;6273;;;Nein;Nein;Dîtlingen;Dîtlingen;458435.62473722757;5865371.25434092
DEBKGGND00001F0D;30.10.2020;AX_Gemeinde;Wierschem;7137114;71375002114;71375002114;;;320;;;Nein;Nein;Wierschem;Maifeld;382395.5227819914;5565039.78867499
DEBKGGND00001F0E;30.10.2020;AX_Gemeinde;Fellbach;8119020;81190020020;81190020020;;;45669;;;Nein;Nein;Fellbach;Fellbach;520439.6549024685;5406021.93780474
DEBKGGND00001F0G;30.10.2020;AX_Gemeinde;GalmsbÅll;1054165;10545489165;10545489165;;;615;;;Nein;Nein;GalmsbÅll;SÅdtondern;482764.4873980164;6069864.2589741405
DEBKGGND00001F0H;30.10.2020;AX_Gemeinde;Nordhastedt;1051082;10515172082;10515172082;;;2827;;;Nein;Nein;Nordhastedt;Kirchspielslandgemeinde Heider Umland;511945.45482601546;6002679.769295532
DEBKGGND00001F0I;30.10.2020;AX_Gemeinde;Gaushorn;1051035;10515169035;10515169035;;;173;;;Nein;Nein;Gaushorn;Kirchspielslandgemeinden Eider;514700.4056732372;6005229.680401053
DEBKGGND00001F0J;30.10.2020;AX_Gemeinde;Klosterkumbd;7140070;71405007070;71405007070;;;275;;;Nein;Nein;Klosterkumbd;Simmern/HunsrÅck;395199.74324084533;5542691.202449783
DEBKGGND00001F0K;18.02.2020;AX_Gemeinde;Schwabstedt;1054116;10545492116;10545492116;;;1354;;;Nein;Nein;Schwabstedt;Nordsee-Treene;512026.8299661303;6027559.2452090215
DEBKGGND00001F0L;30.10.2020;AX_Gemeinde;Homburg;10045114;100450114114;100450114114;;;41875;;;Nein;Nein;Homburg;Homburg;379392.43114250817;5464766.010415306
DEBKGGND00001F0M;30.10.2020;AX_Gemeinde;FÅrfeld;7133032;71335001032;71335001032;;;1568;;;Nein;Nein;FÅrfeld;Bad Kreuznach;420365.40276249486;5514439.858636176
DEBKGGND00001F0O;30.10.2020;AX_Gemeinde;Wîlfersheim;6440024;64400024024;64400024024;;;9784;;;Nein;Nein;Wîlfersheim;Wîlfersheim;486708.2333542988;5582958.777137294
DEBKGGND00001F0P;30.10.2020;AX_Gemeinde;Eberhardzell;8426038;84265003038;84265003038;;;4557;;;Nein;Nein;Eberhardzell;Biberach an der Ri·;561482.0741497512;5316767.700339363
DEBKGGND00001F0Q;30.10.2020;AX_Gemeinde;Hardthausen am Kocher;8125111;81255009111;81255009111;;;4126;;;Nein;Nein;Hardthausen am Kocher;Neuenstadt am Kocher;529314.0231309497;5454371.676162559
DEBKGGND00001F0S;30.10.2020;AX_Gemeinde;Weiden i.d. OPf.;9363000;93630000000;93630000000;;;42743;;;Nein;Nein;Weiden i.d. OPf.;Weiden i.d. OPf.;727982.2909508388;5507412.034045859
DEBKGGND00001F0U;30.10.2020;AX_Gemeinde;Schonstett;9187173;91875162173;91875162173;;;1369;;;Nein;Nein;Schonstett;Halfing;741852.2872675492;5319494.453597885
DEBKGGND00001F0V;30.10.2020;AX_Gemeinde;Wallhausen;15087440;150875051440;150875051440;;;2466;;;Nein;Nein;Wallhausen;Goldene Aue;653348.9607675772;5703391.771175767
DEBKGGND00001F0W;30.10.2020;AX_Gemeinde;Giesenhausen;7143225;71435002225;71435002225;;;322;;;Nein;Nein;Giesenhausen;Hachenburg;409516.3674952071;5617449.904564535
DEBKGGND00001F0X;30.10.2020;AX_Gemeinde;Weilersbach;9474171;94745423171;94745423171;;;1997;;;Nein;Nein;Weilersbach;Kirchehrenbach;653715.0422581238;5512444.015837374
DEBKGGND00001F0Y;30.10.2020;AX_Gemeinde;Wernigerode;15085370;150850370370;150850370370;;;32534;;;Nein;Nein;Wernigerode;Wernigerode;622939.7699702017;5744133.151285248
DEBKGGND00001F10;30.10.2020;AX_Gemeinde;Lauter;9471152;94715401152;94715401152;;;1140;;;Nein;Nein;Lauter;Baunach;628088.9637539007;5537109.32413681
DEBKGGND00001F11;30.10.2020;AX_Gemeinde;Eitorf;5382016;53820016016;53820016016;;;18749;;;Nein;Nein;Eitorf;Eitorf;390668.5430136056;5625385.094663882
DEBKGGND00001F13;30.10.2020;AX_Gemeinde;Senftenberg;12066304;120660304304;120660304304;;;23895;;;Nein;Nein;Senftenberg;Senftenberg;847120.7685816966;5719394.678098322
DEBKGGND00001F14;30.10.2020;AX_Gemeinde;Laufach;9671139;96710139139;96710139139;;;5149;;;Nein;Nein;Laufach;Laufach;521281.3409804348;5540216.101660968
DEBKGGND00001F15;30.10.2020;AX_Gemeinde;Langenenslingen;8426067;84265007067;84265007067;;;3518;;;Nein;Nein;Langenenslingen;Riedlingen;528113.1739613567;5332887.116186494
DEBKGGND00001F16;30.10.2020;AX_Gemeinde;LauenbrÅck;3357033;33575402033;33575402033;;;2399;;;Nein;Nein;LauenbrÅck;Fintel;536886.8165560041;5894743.358071294
DEBKGGND00001F1A;30.10.2020;AX_Gemeinde;BÅsumer Deichhausen;1051014;10515178014;10515178014;;;358;;;Nein;Nein;BÅsumer Deichhausen;BÅsum-Wesselburen;492818.8540685;5998678.312513002
DEBKGGND00001F1B;30.10.2020;AX_Gemeinde;Mellinghausen;3251027;32515407027;32515407027;;;1040;;;Nein;Nein;Mellinghausen;Siedenburg;493066.9424386604;5839730.606397682
DEBKGGND00001F1D;30.10.2020;AX_Gemeinde;Schwalbach am Taunus;6436011;64360011011;64360011011;;;15300;;;Nein;Nein;Schwalbach am Taunus;Schwalbach am Taunus;466977.4722989415;5555336.702708321
DEBKGGND00001F1E;30.10.2020;AX_Gemeinde;MÅnk;7137077;71375003077;71375003077;;;252;;;Nein;Nein;MÅnk;Vordereifel;360490.71709609195;5574574.279015977
DEBKGGND00001F1F;30.10.2020;AX_Gemeinde;KÅhlungsborn;13072060;130720060060;130720060060;;;7867;;;Nein;Nein;KÅhlungsborn;KÅhlungsborn;679708.6683085902;6002783.598751686
DEBKGGND00001F1G;30.10.2020;AX_Gemeinde;MÅllenbach;7135067;71355002067;71355002067;;;624;;;Nein;Nein;MÅllenbach;Kaisersesch;361843.88209586905;5565023.998777885
DEBKGGND00001F1H;30.10.2020;AX_Gemeinde;Steinhîfel;12067473;120675706473;120675706473;;;4495;;;Nein;Nein;Steinhîfel;Odervorland;851352.8389594795;5818104.475011063
DEBKGGND00001F1J;30.10.2020;AX_Gemeinde;Mînchhagen;13072072;130725260072;130725260072;;;1248;;;Nein;Nein;Mînchhagen;Rostocker Heide;710695.1692571685;6004756.659609965
DEBKGGND00001F1K;18.02.2020;AX_Gemeinde;Waginger See;9189452;91899452452;91899452452;;;0;;;Nein;Nein;Waginger See;Waginger See;781646.2216810335;5316699.79841727
DEBKGGND00001F1N;30.10.2020;AX_Gemeinde;Miltach;9372143;93720143143;93720143143;;;2309;;;Nein;Nein;Miltach;Miltach;774864.653885383;5451871.769973499
DEBKGGND00001F1P;30.10.2020;AX_Gemeinde;Haag i. OB;9183119;91830119119;91830119119;;;6602;;;Nein;Nein;Haag i. OB;Haag i. OB;736877.2582101383;5339164.615556127
DEBKGGND00001F1Q;30.10.2020;AX_Gemeinde;Abensberg;9273111;92730111111;92730111111;;;13996;;;Nein;Nein;Abensberg;Abensberg;709097.2621560998;5410882.981588105
DEBKGGND00001F1R;30.10.2020;AX_Gemeinde;Oberpframmern;9175131;91755114131;91755114131;;;2444;;;Nein;Nein;Oberpframmern;Glonn;709746.9192002427;5322539.008975175
DEBKGGND00001F1S;30.10.2020;AX_Gemeinde;Dasing;9771122;97715704122;97715704122;;;5812;;;Nein;Nein;Dasing;Dasing;651650.011771887;5361095.906348494
DEBKGGND00001F1T;30.10.2020;AX_Gemeinde;Heiligkreuzsteinach;8226029;82265007029;82265007029;;;2621;;;Nein;Nein;Heiligkreuzsteinach;Schînau;485297.4706632027;5481490.506077846
DEBKGGND00001F1V;30.10.2020;AX_Gemeinde;Baumgarten;13072009;130725252009;130725252009;;;785;;;Nein;Nein;Baumgarten;BÅtzow-Land;689490.7598307275;5966489.9117590925
DEBKGGND00001F1W;30.10.2020;AX_Gemeinde;Humptrup;1054055;10545489055;10545489055;;;757;;;Nein;Nein;Humptrup;SÅdtondern;491305.24016652687;6079576.920066859
DEBKGGND00001F1X;30.10.2020;AX_Gemeinde;Horneburg;3359027;33595405027;33595405027;;;6257;;;Nein;Nein;Horneburg;Horneburg;538757.8179506588;5928821.849334707
DEBKGGND00001F1Y;30.10.2020;AX_Gemeinde;Ispringen;8236030;82360030030;82360030030;;;6000;;;Nein;Nein;Ispringen;Ispringen;475658.4460795637;5418404.166254968
DEBKGGND00001F1Z;30.10.2020;AX_Gemeinde;Dinklage;3460003;34600003003;34600003003;;;13095;;;Nein;Nein;Dinklage;Dinklage;440736.8633244779;5834925.517636822
DEBKGGND00001F20;30.10.2020;AX_Gemeinde;Zusmarshausen;9772223;97720223223;97720223223;;;6436;;;Nein;Nein;Zusmarshausen;Zusmarshausen;618185.2130787581;5361849.321031648
DEBKGGND00001F21;30.10.2020;AX_Gemeinde;DÅngenheim;7135023;71355002023;71355002023;;;1329;;;Nein;Nein;DÅngenheim;Kaisersesch;369580.9029524061;5569007.743043856
DEBKGGND00001F22;30.10.2020;AX_Gemeinde;Broderstorf;13072019;130725253019;130725253019;;;3835;;;Nein;Nein;Broderstorf;CarbÑk;713102.1574524412;5997542.881341531
DEBKGGND00001F24;30.10.2020;AX_Gemeinde;Greven;13076055;130765652055;130765652055;;;726;;;Nein;Nein;Greven;Boizenburg-Land;619602.7263138996;5927025.782217287
DEBKGGND00001F25;30.10.2020;AX_Gemeinde;Warsow;13076147;130765665147;130765665147;;;667;;;Nein;Nein;Warsow;Stralendorf;652580.5135962898;5933848.900612247
DEBKGGND00001F26;30.10.2020;AX_Gemeinde;Trîchtelborn;16067068;160675007068;160675007068;;;309;;;Nein;Nein;Trîchtelborn;Nesseaue;627510.7388377378;5650566.944129209
DEBKGGND00001F28;30.10.2020;AX_Gemeinde;Gro·rosseln;10041512;100410512512;100410512512;;;7943;;;Nein;Nein;Gro·rosseln;Gro·rosseln;342659.4296082956;5452602.070026022
DEBKGGND00001F2A;05.05.2020;AX_Gemeinde;Stelzenberg;7335045;73355011045;73355011045;;;1178;;;Nein;Nein;Stelzenberg;Landstuhl;408524.88416109746;5470469.553839285
DEBKGGND00001F2B;10.01.2018;AX_Gemeinde;Engelthaler Forst;9574453;95749453453;95749453453;;;0;;;Nein;Nein;Engelthaler Forst;Engelthaler Forst;672438.0137383211;5481429.285251259
DEBKGGND00001F2E;30.10.2020;AX_Gemeinde;Vierkirchen;14626570;146265232570;146265232570;;;1663;;;Nein;Nein;Vierkirchen;Reichenbach/O.L.;901289.7072408455;5686524.277644986
DEBKGGND00001F2F;30.10.2020;AX_Gemeinde;Kirchberg i. Wald;9276126;92760126126;92760126126;;;4362;;;Nein;Nein;Kirchberg i. Wald;Kirchberg i. Wald;806606.3909692769;5424765.6929313885
DEBKGGND00001F2G;30.10.2020;AX_Gemeinde;Wirsberg;9477163;94770163163;94770163163;;;1842;;;Nein;Nein;Wirsberg;Wirsberg;686338.5758933458;5553699.985656217
DEBKGGND00001F2H;30.10.2020;AX_Gemeinde;Megesheim;9779180;97795721180;97795721180;;;808;;;Nein;Nein;Megesheim;Oettingen i. Bay.;620823.9783520133;5421980.060105244
DEBKGGND00001F2I;30.10.2020;AX_Gemeinde;Frickenhausen a. Main;9679131;96795646131;96795646131;;;1244;;;Nein;Nein;Frickenhausen a. Main;Eibelstadt;578906.2338955335;5502640.236183905
DEBKGGND00001F2L;30.10.2020;AX_Gemeinde;Nufringen;8115037;81155003037;81155003037;;;5842;;;Nein;Nein;Nufringen;Herrenberg;491760.5286861865;5385497.0880707
DEBKGGND00001F2M;18.02.2020;AX_Gemeinde;FÅrstenberg;3255014;32555403014;32555403014;;;1014;;;Nein;Nein;FÅrstenberg;Boffzen;527581.4783157118;5731249.590375787
DEBKGGND00001F2N;30.10.2020;AX_Gemeinde;Bad Bodenteich;3360005;33605408005;33605408005;;;3741;;;Nein;Nein;Bad Bodenteich;Aue;613068.2846874829;5855135.03440743
DEBKGGND00001F2O;30.10.2020;AX_Gemeinde;Reut;9277140;92775243140;92775243140;;;1681;;;Nein;Nein;Reut;Tann;792284.1911033286;5358375.653772361
DEBKGGND00001F2P;30.10.2020;AX_Gemeinde;Hupperath;7231062;72315008062;72315008062;;;602;;;Nein;Nein;Hupperath;Wittlich-Land;344726.5364606349;5540500.807292318
DEBKGGND00001F2Q;30.10.2020;AX_Gemeinde;Eichenbach;7131021;71315001021;71315001021;;;76;;;Nein;Nein;Eichenbach;Adenau;344453.7499318543;5588824.529550623
DEBKGGND00001F2R;30.10.2020;AX_Gemeinde;Loffenau;8216029;82165004029;82165004029;;;2491;;;Nein;Nein;Loffenau;Gernsbach;454966.0549225411;5402510.210751345
DEBKGGND00001F2S;30.10.2020;AX_Gemeinde;Obergrîningen;8136049;81365005049;81365005049;;;452;;;Nein;Nein;Obergrîningen;Leintal-Frickenhofer Hîhe;566686.0780117457;5416059.657698387
DEBKGGND00001F2T;30.10.2020;AX_Gemeinde;Molfsee;1058107;10585859107;10585859107;;;5050;;;Nein;Nein;Molfsee;Molfsee;569363.1962577754;6013351.248529787
DEBKGGND00001F2V;30.10.2020;AX_Gemeinde;Mistelbach;9472166;94725414166;94725414166;;;1571;;;Nein;Nein;Mistelbach;Mistelbach;680870.691395418;5532128.256826829
DEBKGGND00001F2W;30.10.2020;AX_Gemeinde;Norstedt;1054092;10545453092;10545453092;;;410;;;Nein;Nein;Norstedt;Viîl;508356.4162976695;6049001.458571197
DEBKGGND00001F2X;10.01.2018;AX_Gemeinde;Philippsreuter Wald;9272457;92729457457;92729457457;;;0;;;Nein;Nein;Philippsreuter Wald;Philippsreuter Wald;845089.6250036487;5423893.636206305
DEBKGGND00001F2Z;30.10.2020;AX_Gemeinde;Kollweiler;7335019;73355009019;73355009019;;;544;;;Nein;Nein;Kollweiler;Weilerbach;397055.6459888062;5485642.030883694
DEBKGGND00001F30;30.10.2020;AX_Gemeinde;Seelbach bei Hamm (Sieg);7132102;71325006102;71325006102;;;124;;;Nein;Nein;Seelbach bei Hamm (Sieg);Hamm (Sieg);407324.6547756455;5623393.941320237
DEBKGGND00001F31;30.10.2020;AX_Gemeinde;Achterwehr;1058001;10585803001;10585803001;;;1052;;;Nein;Nein;Achterwehr;Achterwehr;562827.7630405735;6018819.363435331
DEBKGGND00001F32;18.02.2020;AX_Gemeinde;Keppeshausen;7232066;72325005066;72325005066;;;12;;;Nein;Nein;Keppeshausen;SÅdeifel;297101.22607933835;5538559.918641571
DEBKGGND00001F36;30.10.2020;AX_Gemeinde;Bayreuth;9462000;94620000000;94620000000;;;74783;;;Nein;Nein;Bayreuth;Bayreuth;684478.4304249119;5535748.933144989
DEBKGGND00001F37;30.10.2020;AX_Gemeinde;Oldendorf (Luhe);3355027;33555401027;33555401027;;;1014;;;Nein;Nein;Oldendorf (Luhe);Amelinghausen;581168.4049901788;5890413.307789196
DEBKGGND00001F39;30.10.2020;AX_Gemeinde;Eulgem;7135028;71355002028;71355002028;;;207;;;Nein;Nein;Eulgem;Kaisersesch;369933.10512885504;5566935.270674599
DEBKGGND00001F3A;30.10.2020;AX_Gemeinde;Herzlake;3454021;34545403021;34545403021;;;4533;;;Nein;Nein;Herzlake;Herzlake;405814.64150164055;5838124.9613909405
DEBKGGND00001F3B;30.10.2020;AX_Gemeinde;Lengfeld;16069026;160695002026;160695002026;;;411;;;Nein;Nein;Lengfeld;Feldstein;617184.7642946992;5598252.261835188
DEBKGGND00001F3C;30.10.2020;AX_Gemeinde;Crimla;16076014;160765053014;160765053014;;;263;;;Nein;Nein;Crimla;Weida;714617.89146547;5632378.598567191
DEBKGGND00001F3D;30.10.2020;AX_Gemeinde;Melz;13071097;130715159097;130715159097;;;338;;;Nein;Nein;Melz;Rîbel-MÅritz;741013.3102111039;5911859.800857594
DEBKGGND00001F3E;30.10.2020;AX_Gemeinde;Frankenthal;14625140;146255211140;146255211140;;;923;;;Nein;Nein;Frankenthal;Gro·harthau;857210.4332133085;5676871.263263742
DEBKGGND00001F3G;30.10.2020;AX_Gemeinde;Lichterfeld-Schacksdorf;12062293;120625205293;120625205293;;;993;;;Nein;Nein;Lichterfeld-Schacksdorf;Kleine Elster (Niederlausitz);829528.3373982538;5729035.016475395
DEBKGGND00001F3H;30.10.2020;AX_Gemeinde;Minfeld;7334020;73345004020;73345004020;;;1693;;;Nein;Nein;Minfeld;Kandel;437466.7559043425;5435839.5419873735
